"datum";"bundesland_id";"bundesland_name";"versorgungsstufe";"faelle_covid_aktuell";"intensivbetten_frei";"intensivbetten_belegt";"anzahl_meldebereiche"
2021-02-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1018;1736;6593;805
2021-02-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";930;1389;6884;491
2021-02-23;0;"Deutschland";"FACHKLINIK";104;271;836;82
2021-02-23;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";973;1146;7801;296
2021-02-23;0;"Deutschland";"nicht angegeben";12;31;191;16
2021-02-22;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1033;1927;6370;805
2021-02-22;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";922;1469;6799;491
2021-02-22;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";984;1241;7674;295
2021-02-22;0;"Deutschland";"FACHKLINIK";107;283;818;82
2021-02-22;0;"Deutschland";"nicht angegeben";12;25;170;16
2021-02-21;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1030;1892;6332;805
2021-02-21;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";919;1466;6730;490
2021-02-21;0;"Deutschland";"FACHKLINIK";109;278;797;82
2021-02-21;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";986;1317;7599;295
2021-02-21;0;"Deutschland";"nicht angegeben";12;28;164;15
2021-02-20;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";931;1382;6841;490
2021-02-20;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1036;1769;6491;805
2021-02-20;0;"Deutschland";"FACHKLINIK";116;268;814;82
2021-02-20;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";986;1199;7727;295
2021-02-20;0;"Deutschland";"nicht angegeben";12;35;163;15
2021-02-19;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1048;1701;6584;805
2021-02-19;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";943;1342;6935;490
2021-02-19;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1002;1153;7791;295
2021-02-19;0;"Deutschland";"FACHKLINIK";113;274;832;82
2021-02-19;0;"Deutschland";"nicht angegeben";15;27;175;15
2021-02-18;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";975;1407;6892;490
2021-02-18;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1065;1706;6591;805
2021-02-18;0;"Deutschland";"FACHKLINIK";111;279;865;82
2021-02-18;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1010;1158;7805;295
2021-02-18;0;"Deutschland";"nicht angegeben";17;27;175;15
2021-02-17;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";975;1380;6917;490
2021-02-17;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1121;1640;6659;805
2021-02-17;0;"Deutschland";"FACHKLINIK";108;281;864;82
2021-02-17;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1028;1210;7739;295
2021-02-17;0;"Deutschland";"nicht angegeben";16;31;171;15
2021-02-16;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";991;1396;6953;491
2021-02-16;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1178;1671;6621;805
2021-02-16;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1057;1248;7692;296
2021-02-16;0;"Deutschland";"FACHKLINIK";114;271;851;82
2021-02-16;0;"Deutschland";"nicht angegeben";14;28;172;15
2021-02-15;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1015;1499;6817;491
2021-02-15;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1208;1845;6406;805
2021-02-15;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1082;1318;7581;296
2021-02-15;0;"Deutschland";"FACHKLINIK";115;298;816;82
2021-02-15;0;"Deutschland";"nicht angegeben";16;25;177;15
2021-02-14;0;"Deutschland";"FACHKLINIK";118;281;817;82
2021-02-14;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1199;1916;6301;805
2021-02-14;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1084;1380;7495;296
2021-02-14;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1007;1492;6791;491
2021-02-14;0;"Deutschland";"nicht angegeben";16;21;178;15
2021-02-13;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1221;1754;6492;806
2021-02-13;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1013;1399;6904;491
2021-02-13;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1113;1291;7634;296
2021-02-13;0;"Deutschland";"FACHKLINIK";119;272;832;82
2021-02-13;0;"Deutschland";"nicht angegeben";19;25;208;16
2021-02-12;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1035;1396;6961;491
2021-02-12;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1219;1729;6549;806
2021-02-12;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1153;1201;7771;296
2021-02-12;0;"Deutschland";"FACHKLINIK";124;273;863;82
2021-02-12;0;"Deutschland";"nicht angegeben";20;21;213;16
2021-02-11;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1084;1330;7033;491
2021-02-11;0;"Deutschland";"FACHKLINIK";119;288;850;82
2021-02-11;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1274;1731;6551;806
2021-02-11;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1177;1200;7756;296
2021-02-11;0;"Deutschland";"nicht angegeben";21;24;212;16
2021-02-10;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1292;1687;6612;806
2021-02-10;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1090;1357;7015;491
2021-02-10;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1229;1151;7816;295
2021-02-10;0;"Deutschland";"FACHKLINIK";106;297;820;82
2021-02-10;0;"Deutschland";"nicht angegeben";21;31;205;16
2021-02-09;0;"Deutschland";"FACHKLINIK";114;296;822;82
2021-02-09;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1325;1718;6559;805
2021-02-09;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1119;1386;6984;491
2021-02-09;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1271;1180;7800;295
2021-02-09;0;"Deutschland";"nicht angegeben";18;29;207;16
2021-02-08;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1389;1853;6402;806
2021-02-08;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1147;1463;6881;491
2021-02-08;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1286;1244;7666;295
2021-02-08;0;"Deutschland";"FACHKLINIK";115;302;818;81
2021-02-08;0;"Deutschland";"nicht angegeben";19;31;205;16
2021-02-07;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1155;1550;6778;491
2021-02-07;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1370;1873;6347;806
2021-02-07;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1269;1317;7601;295
2021-02-07;0;"Deutschland";"FACHKLINIK";120;294;807;81
2021-02-07;0;"Deutschland";"nicht angegeben";18;28;208;16
2021-02-06;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1155;1431;6912;491
2021-02-06;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1311;1181;7776;295
2021-02-06;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1354;1694;6542;806
2021-02-06;0;"Deutschland";"FACHKLINIK";128;273;837;81
2021-02-06;0;"Deutschland";"nicht angegeben";17;31;205;16
2021-02-05;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1189;1353;7031;491
2021-02-05;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1386;1622;6657;806
2021-02-05;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1361;1049;7932;295
2021-02-05;0;"Deutschland";"FACHKLINIK";117;279;854;81
2021-02-05;0;"Deutschland";"nicht angegeben";19;37;199;16
2021-02-04;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1446;1638;6636;806
2021-02-04;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1207;1357;7059;491
2021-02-04;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1383;1042;7976;295
2021-02-04;0;"Deutschland";"FACHKLINIK";122;265;865;81
2021-02-04;0;"Deutschland";"nicht angegeben";20;33;203;16
2021-02-03;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1227;1299;7114;491
2021-02-03;0;"Deutschland";"FACHKLINIK";121;271;858;81
2021-02-03;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1465;1563;6739;806
2021-02-03;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1387;1091;7924;295
2021-02-03;0;"Deutschland";"nicht angegeben";22;29;207;16
2021-02-02;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1229;1360;7017;491
2021-02-02;0;"Deutschland";"FACHKLINIK";125;286;837;81
2021-02-02;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1504;1637;6657;806
2021-02-02;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1385;1139;7840;295
2021-02-02;0;"Deutschland";"nicht angegeben";20;38;198;16
2021-02-01;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1536;1707;6574;806
2021-02-01;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1265;1420;6926;491
2021-02-01;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1382;1245;7677;295
2021-02-01;0;"Deutschland";"FACHKLINIK";121;298;821;81
2021-02-01;0;"Deutschland";"nicht angegeben";18;36;202;16
2021-01-31;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1272;1456;6879;491
2021-01-31;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1524;1773;6468;806
2021-01-31;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1413;1253;7640;295
2021-01-31;0;"Deutschland";"FACHKLINIK";118;282;809;81
2021-01-31;0;"Deutschland";"nicht angegeben";19;41;194;16
2021-01-30;0;"Deutschland";"FACHKLINIK";115;276;833;81
2021-01-30;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1288;1371;6980;491
2021-01-30;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1529;1627;6622;805
2021-01-30;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1401;1186;7715;295
2021-01-30;0;"Deutschland";"nicht angegeben";18;36;198;16
2021-01-29;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1304;1308;7067;491
2021-01-29;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1533;1559;6722;805
2021-01-29;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1403;1129;7809;295
2021-01-29;0;"Deutschland";"FACHKLINIK";117;279;844;81
2021-01-29;0;"Deutschland";"nicht angegeben";19;32;204;16
2021-01-28;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1581;1559;6728;805
2021-01-28;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1294;1311;7061;491
2021-01-28;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1424;1167;7770;295
2021-01-28;0;"Deutschland";"FACHKLINIK";120;271;853;81
2021-01-28;0;"Deutschland";"nicht angegeben";19;32;204;16
2021-01-27;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1325;1280;7103;491
2021-01-27;0;"Deutschland";"FACHKLINIK";125;276;848;81
2021-01-27;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1583;1517;6768;804
2021-01-27;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1448;1088;7853;295
2021-01-27;0;"Deutschland";"nicht angegeben";20;38;198;16
2021-01-26;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1355;1374;7016;491
2021-01-26;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1609;1598;6702;806
2021-01-26;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1466;1119;7818;295
2021-01-26;0;"Deutschland";"FACHKLINIK";122;280;843;81
2021-01-26;0;"Deutschland";"nicht angegeben";19;44;192;16
2021-01-25;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1628;1729;6556;806
2021-01-25;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1382;1477;6882;491
2021-01-25;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1475;1233;7693;295
2021-01-25;0;"Deutschland";"FACHKLINIK";118;296;822;81
2021-01-25;0;"Deutschland";"nicht angegeben";17;50;186;16
2021-01-24;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1384;1424;6923;491
2021-01-24;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1636;1771;6470;806
2021-01-24;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1471;1218;7673;293
2021-01-24;0;"Deutschland";"FACHKLINIK";117;292;804;81
2021-01-24;0;"Deutschland";"nicht angegeben";16;45;192;16
2021-01-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1669;1605;6682;806
2021-01-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1372;1336;7021;491
2021-01-23;0;"Deutschland";"FACHKLINIK";118;281;815;81
2021-01-23;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1482;1108;7800;293
2021-01-23;0;"Deutschland";"nicht angegeben";16;49;186;16
2021-01-22;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1405;1268;7138;491
2021-01-22;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1700;1522;6825;806
2021-01-22;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1524;1031;7896;293
2021-01-22;0;"Deutschland";"FACHKLINIK";120;270;849;81
2021-01-22;0;"Deutschland";"nicht angegeben";20;41;196;16
2021-01-21;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1426;1293;7106;491
2021-01-21;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1678;1522;6841;806
2021-01-21;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1536;1079;7862;293
2021-01-21;0;"Deutschland";"FACHKLINIK";122;288;837;81
2021-01-21;0;"Deutschland";"nicht angegeben";25;36;201;16
2021-01-20;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1427;1352;7064;491
2021-01-20;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1549;1085;7857;293
2021-01-20;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1712;1555;6793;806
2021-01-20;0;"Deutschland";"nicht angegeben";21;43;194;16
2021-01-20;0;"Deutschland";"FACHKLINIK";126;277;843;81
2021-01-19;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1467;1376;7001;491
2021-01-19;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1771;1556;6806;806
2021-01-19;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1557;1141;7782;293
2021-01-19;0;"Deutschland";"FACHKLINIK";131;286;833;81
2021-01-19;0;"Deutschland";"nicht angegeben";21;49;188;16
2021-01-18;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1506;1461;6903;491
2021-01-18;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1767;1778;6531;806
2021-01-18;0;"Deutschland";"FACHKLINIK";135;284;829;81
2021-01-18;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1575;1275;7661;295
2021-01-18;0;"Deutschland";"nicht angegeben";22;45;192;16
2021-01-17;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1499;1475;6876;491
2021-01-17;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1752;1854;6392;806
2021-01-17;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1564;1268;7623;295
2021-01-17;0;"Deutschland";"FACHKLINIK";135;282;815;82
2021-01-17;0;"Deutschland";"nicht angegeben";22;53;184;16
2021-01-16;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1783;1664;6619;805
2021-01-16;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1490;1399;6963;491
2021-01-16;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1582;1147;7732;294
2021-01-16;0;"Deutschland";"FACHKLINIK";138;268;832;82
2021-01-16;0;"Deutschland";"nicht angegeben";22;33;204;16
2021-01-15;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1595;1153;7743;294
2021-01-15;0;"Deutschland";"FACHKLINIK";136;272;852;82
2021-01-15;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1532;1321;7072;491
2021-01-15;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1786;1592;6707;805
2021-01-15;0;"Deutschland";"nicht angegeben";25;33;203;16
2021-01-14;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1542;1352;7042;491
2021-01-14;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1797;1581;6708;805
2021-01-14;0;"Deutschland";"FACHKLINIK";138;281;844;82
2021-01-14;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1622;1114;7820;293
2021-01-14;0;"Deutschland";"nicht angegeben";27;28;209;16
2021-01-13;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1596;1362;7018;492
2021-01-13;0;"Deutschland";"FACHKLINIK";136;302;823;82
2021-01-13;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1617;1114;7817;293
2021-01-13;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1813;1589;6709;806
2021-01-13;0;"Deutschland";"nicht angegeben";23;32;204;16
2021-01-12;0;"Deutschland";"FACHKLINIK";141;289;834;82
2021-01-12;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1828;1657;6650;807
2021-01-12;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1603;1390;7018;490
2021-01-12;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1633;1181;7732;293
2021-01-12;0;"Deutschland";"nicht angegeben";25;34;202;16
2021-01-11;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1615;1474;6895;490
2021-01-11;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1847;1764;6498;808
2021-01-11;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1653;1227;7618;293
2021-01-11;0;"Deutschland";"nicht angegeben";26;36;199;16
2021-01-11;0;"Deutschland";"FACHKLINIK";147;277;805;82
2021-01-10;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1846;1840;6383;809
2021-01-10;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1610;1503;6832;490
2021-01-10;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1674;1252;7555;293
2021-01-10;0;"Deutschland";"FACHKLINIK";164;286;826;82
2021-01-10;0;"Deutschland";"nicht angegeben";26;36;192;16
2021-01-09;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1664;1394;6967;490
2021-01-09;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1876;1708;6544;809
2021-01-09;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1681;1130;7720;293
2021-01-09;0;"Deutschland";"FACHKLINIK";166;274;840;82
2021-01-09;0;"Deutschland";"nicht angegeben";27;29;201;16
2021-01-08;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1933;1570;6705;809
2021-01-08;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1707;1118;7796;293
2021-01-08;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1660;1336;7023;490
2021-01-08;0;"Deutschland";"FACHKLINIK";161;293;848;82
2021-01-08;0;"Deutschland";"nicht angegeben";25;35;195;16
2021-01-07;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1670;1390;6988;490
2021-01-07;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1911;1624;6644;809
2021-01-07;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1721;1130;7772;292
2021-01-07;0;"Deutschland";"FACHKLINIK";159;287;860;83
2021-01-07;0;"Deutschland";"nicht angegeben";31;37;196;16
2021-01-06;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1719;1370;7001;490
2021-01-06;0;"Deutschland";"FACHKLINIK";163;296;846;83
2021-01-06;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1905;1630;6651;810
2021-01-06;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1755;1111;7783;293
2021-01-06;0;"Deutschland";"nicht angegeben";30;36;197;16
2021-01-05;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1987;1680;6599;810
2021-01-05;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1722;1358;6990;490
2021-01-05;0;"Deutschland";"FACHKLINIK";170;290;852;83
2021-01-05;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1765;1155;7726;292
2021-01-05;0;"Deutschland";"nicht angegeben";27;19;197;16
2021-01-04;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1758;1429;6838;490
2021-01-04;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1778;1233;7596;293
2021-01-04;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";2001;1696;6539;810
2021-01-04;0;"Deutschland";"FACHKLINIK";177;305;833;83
2021-01-04;0;"Deutschland";"nicht angegeben";30;26;192;16
2021-01-03;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1771;1402;6821;488
2021-01-03;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1997;1725;6463;811
2021-01-03;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1778;1225;7588;294
2021-01-03;0;"Deutschland";"FACHKLINIK";184;276;830;83
2021-01-03;0;"Deutschland";"nicht angegeben";31;23;189;16
2021-01-02;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1725;1420;6781;488
2021-01-02;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1974;1783;6403;810
2021-01-02;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1804;1254;7569;294
2021-01-02;0;"Deutschland";"FACHKLINIK";190;267;836;83
2021-01-02;0;"Deutschland";"nicht angegeben";31;27;185;16
2021-01-01;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1679;1470;6737;488
2021-01-01;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1943;1757;6395;810
2021-01-01;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1762;1301;7496;294
2021-01-01;0;"Deutschland";"FACHKLINIK";189;274;826;83
2021-01-01;0;"Deutschland";"nicht angegeben";31;26;186;16
2020-12-31;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1712;1399;6824;489
2020-12-31;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1941;1765;6407;810
2020-12-31;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1759;1295;7561;294
2020-12-31;0;"Deutschland";"FACHKLINIK";194;259;842;82
2020-12-31;0;"Deutschland";"nicht angegeben";32;19;193;16
2020-12-30;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1930;1774;6427;810
2020-12-30;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1764;1253;7627;294
2020-12-30;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1708;1403;6858;488
2020-12-30;0;"Deutschland";"FACHKLINIK";213;255;871;82
2020-12-30;0;"Deutschland";"nicht angegeben";32;20;191;16
2020-12-29;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1712;1418;6871;488
2020-12-29;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1761;1284;7617;294
2020-12-29;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1929;1735;6471;810
2020-12-29;0;"Deutschland";"FACHKLINIK";211;260;875;82
2020-12-29;0;"Deutschland";"nicht angegeben";36;25;188;16
2020-12-28;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1668;1526;6748;488
2020-12-28;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1914;1848;6350;810
2020-12-28;0;"Deutschland";"FACHKLINIK";202;259;872;82
2020-12-28;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1781;1365;7487;294
2020-12-28;0;"Deutschland";"nicht angegeben";35;20;193;16
2020-12-27;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1902;1948;6238;810
2020-12-27;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1665;1573;6652;487
2020-12-27;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1754;1349;7428;293
2020-12-27;0;"Deutschland";"FACHKLINIK";213;240;870;82
2020-12-27;0;"Deutschland";"nicht angegeben";28;20;196;16
2020-12-26;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1898;2000;6191;810
2020-12-26;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1651;1606;6610;486
2020-12-26;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1733;1391;7396;294
2020-12-26;0;"Deutschland";"FACHKLINIK";225;231;877;82
2020-12-26;0;"Deutschland";"nicht angegeben";29;22;194;16
2020-12-25;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1853;1979;6227;810
2020-12-25;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1592;1671;6536;486
2020-12-25;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1689;1395;7353;293
2020-12-25;0;"Deutschland";"FACHKLINIK";222;230;887;82
2020-12-25;0;"Deutschland";"nicht angegeben";25;22;194;16
2020-12-24;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1590;1567;6650;486
2020-12-24;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1825;1906;6288;810
2020-12-24;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";1679;1306;7490;293
2020-12-24;0;"Deutschland";"FACHKLINIK";228;205;920;83
2020-12-24;0;"Deutschland";"nicht angegeben";24;21;195;16
2020-12-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";1570;1453;6805;488
2020-12-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";1791;1850;6404;810
