datum,bundesland_id,bundesland_name,versorgungsstufe,faelle_covid_aktuell,intensivbetten_betreibbar,anzahl_meldebereiche
2020-10-19,00,Deutschland,"FACHKLINIK",15,1337,85
2020-10-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",252,9481,483
2020-10-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",289,9603,283
2020-10-19,00,Deutschland,"nicht angegeben",2,252,15
2020-10-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",267,9431,804
2020-10-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",226,9383,483
2020-10-18,00,Deutschland,"FACHKLINIK",11,1332,85
2020-10-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",262,9622,281
2020-10-18,00,Deutschland,"nicht angegeben",3,252,15
2020-10-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",260,9439,804
2020-10-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",249,9637,281
2020-10-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",210,9393,482
2020-10-17,00,Deutschland,"FACHKLINIK",8,1333,84
2020-10-17,00,Deutschland,"nicht angegeben",4,252,15
2020-10-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",198,9432,482
2020-10-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",236,9514,804
2020-10-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",244,9665,283
2020-10-16,00,Deutschland,"FACHKLINIK",9,1340,84
2020-10-16,00,Deutschland,"nicht angegeben",3,252,15
2020-10-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",195,9428,482
2020-10-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",210,9541,802
2020-10-15,00,Deutschland,"FACHKLINIK",9,1340,84
2020-10-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",237,9656,283
2020-10-15,00,Deutschland,"nicht angegeben",4,251,15
2020-10-14,00,Deutschland,"SCHWERPUNKTVERSORGUNG",178,9426,481
2020-10-14,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",187,9536,802
2020-10-14,00,Deutschland,"FACHKLINIK",9,1340,84
2020-10-14,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",225,9642,283
2020-10-14,00,Deutschland,"nicht angegeben",3,247,15
2020-10-13,00,Deutschland,"SCHWERPUNKTVERSORGUNG",181,9423,482
2020-10-13,00,Deutschland,"FACHKLINIK",13,1340,84
2020-10-13,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",239,9685,284
2020-10-13,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",181,9560,800
2020-10-13,00,Deutschland,"nicht angegeben",4,251,15
2020-10-12,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",230,9680,284
2020-10-12,00,Deutschland,"SCHWERPUNKTVERSORGUNG",175,9405,481
2020-10-12,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",168,9551,800
2020-10-12,00,Deutschland,"FACHKLINIK",13,1338,83
2020-10-12,00,Deutschland,"nicht angegeben",4,251,15
2020-10-11,00,Deutschland,"SCHWERPUNKTVERSORGUNG",164,9391,481
2020-10-11,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",162,9554,801
2020-10-11,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",206,9658,284
2020-10-11,00,Deutschland,"FACHKLINIK",10,1332,84
2020-10-11,00,Deutschland,"nicht angegeben",3,251,15
2020-10-10,00,Deutschland,"SCHWERPUNKTVERSORGUNG",162,9427,481
2020-10-10,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",150,9555,801
2020-10-10,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",207,9678,284
2020-10-10,00,Deutschland,"FACHKLINIK",10,1339,84
2020-10-10,00,Deutschland,"nicht angegeben",2,250,15
2020-10-09,00,Deutschland,"SCHWERPUNKTVERSORGUNG",156,9414,481
2020-10-09,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",151,9565,800
2020-10-09,00,Deutschland,"nicht angegeben",2,250,15
2020-10-09,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",190,9667,284
2020-10-09,00,Deutschland,"FACHKLINIK",11,1345,84
2020-10-08,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",134,9538,799
2020-10-08,00,Deutschland,"SCHWERPUNKTVERSORGUNG",146,9419,479
2020-10-08,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",192,9686,284
2020-10-08,00,Deutschland,"FACHKLINIK",11,1348,84
2020-10-08,00,Deutschland,"nicht angegeben",4,250,15
2020-10-07,00,Deutschland,"SCHWERPUNKTVERSORGUNG",145,9425,480
2020-10-07,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",134,9564,799
2020-10-07,00,Deutschland,"FACHKLINIK",10,1348,84
2020-10-07,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",179,9695,284
2020-10-07,00,Deutschland,"nicht angegeben",2,251,15
2020-10-06,00,Deutschland,"SCHWERPUNKTVERSORGUNG",142,9433,480
2020-10-06,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",175,9686,284
2020-10-06,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",118,9590,801
2020-10-06,00,Deutschland,"FACHKLINIK",12,1368,85
2020-10-06,00,Deutschland,"nicht angegeben",2,249,15
2020-10-05,00,Deutschland,"SCHWERPUNKTVERSORGUNG",134,9463,482
2020-10-05,00,Deutschland,"FACHKLINIK",11,1363,85
2020-10-05,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",120,9566,799
2020-10-05,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",180,9684,284
2020-10-05,00,Deutschland,"nicht angegeben",1,249,15
2020-10-04,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",120,9549,799
2020-10-04,00,Deutschland,"SCHWERPUNKTVERSORGUNG",126,9434,482
2020-10-04,00,Deutschland,"FACHKLINIK",9,1344,85
2020-10-04,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",168,9666,284
2020-10-04,00,Deutschland,"nicht angegeben",1,251,15
2020-10-03,00,Deutschland,"SCHWERPUNKTVERSORGUNG",121,9479,482
2020-10-03,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",110,9568,800
2020-10-03,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",162,9659,284
2020-10-03,00,Deutschland,"FACHKLINIK",9,1347,85
2020-10-03,00,Deutschland,"nicht angegeben",1,251,15
2020-10-02,00,Deutschland,"FACHKLINIK",8,1365,85
2020-10-02,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",98,9632,801
2020-10-02,00,Deutschland,"SCHWERPUNKTVERSORGUNG",108,9507,482
2020-10-02,00,Deutschland,"nicht angegeben",1,251,15
2020-10-02,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",158,9699,284
2020-10-01,00,Deutschland,"SCHWERPUNKTVERSORGUNG",100,9533,482
2020-10-01,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",92,9633,801
2020-10-01,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",162,9721,284
2020-10-01,00,Deutschland,"FACHKLINIK",7,1375,85
2020-10-01,00,Deutschland,"nicht angegeben",1,251,15
2020-09-30,00,Deutschland,"FACHKLINIK",6,1372,85
2020-09-30,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",155,9715,282
2020-09-30,00,Deutschland,"SCHWERPUNKTVERSORGUNG",100,9609,482
2020-09-30,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",92,9704,802
2020-09-30,00,Deutschland,"nicht angegeben",2,251,15
2020-09-29,00,Deutschland,"SCHWERPUNKTVERSORGUNG",103,9657,482
2020-09-29,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",90,9721,802
2020-09-29,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",153,9698,284
2020-09-29,00,Deutschland,"FACHKLINIK",5,1373,85
2020-09-29,00,Deutschland,"nicht angegeben",1,251,15
2020-09-28,00,Deutschland,"SCHWERPUNKTVERSORGUNG",107,9653,481
2020-09-28,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",91,9693,802
2020-09-28,00,Deutschland,"FACHKLINIK",4,1337,85
2020-09-28,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",150,9655,281
2020-09-28,00,Deutschland,"nicht angegeben",1,251,15
2020-09-27,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",87,9604,802
2020-09-27,00,Deutschland,"SCHWERPUNKTVERSORGUNG",97,9616,481
2020-09-27,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",135,9615,282
2020-09-27,00,Deutschland,"FACHKLINIK",5,1328,85
2020-09-27,00,Deutschland,"nicht angegeben",1,247,15
2020-09-26,00,Deutschland,"SCHWERPUNKTVERSORGUNG",94,9626,481
2020-09-26,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",82,9613,801
2020-09-26,00,Deutschland,"FACHKLINIK",5,1326,85
2020-09-26,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",131,9642,281
2020-09-26,00,Deutschland,"nicht angegeben",00,246,15
2020-09-25,00,Deutschland,"FACHKLINIK",5,1338,85
2020-09-25,00,Deutschland,"SCHWERPUNKTVERSORGUNG",86,9610,481
2020-09-25,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",132,9670,281
2020-09-25,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",78,9665,802
2020-09-25,00,Deutschland,"nicht angegeben",00,251,15
2020-09-24,00,Deutschland,"SCHWERPUNKTVERSORGUNG",85,9632,481
2020-09-24,00,Deutschland,"FACHKLINIK",5,1336,86
2020-09-24,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",124,9650,281
2020-09-24,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",81,9679,802
2020-09-24,00,Deutschland,"nicht angegeben",1,251,15
2020-09-23,00,Deutschland,"SCHWERPUNKTVERSORGUNG",79,9612,475
2020-09-23,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",84,9698,802
2020-09-23,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",123,9636,280
2020-09-23,00,Deutschland,"FACHKLINIK",7,1334,86
2020-09-23,00,Deutschland,"nicht angegeben",00,271,16
2020-09-22,00,Deutschland,"SCHWERPUNKTVERSORGUNG",76,9653,474
2020-09-22,00,Deutschland,"FACHKLINIK",5,1331,86
2020-09-22,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",79,9695,802
2020-09-22,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",118,9628,280
2020-09-22,00,Deutschland,"nicht angegeben",00,271,16
2020-09-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",72,9668,474
2020-09-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",84,9691,801
2020-09-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",106,9640,281
2020-09-21,00,Deutschland,"FACHKLINIK",5,1306,86
2020-09-21,00,Deutschland,"nicht angegeben",00,271,16
2020-09-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",74,9653,474
2020-09-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",83,9613,801
2020-09-20,00,Deutschland,"FACHKLINIK",5,1286,86
2020-09-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",106,9675,282
2020-09-20,00,Deutschland,"nicht angegeben",00,271,16
2020-09-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",80,9633,801
2020-09-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",103,9685,282
2020-09-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",69,9661,474
2020-09-19,00,Deutschland,"FACHKLINIK",4,1285,86
2020-09-19,00,Deutschland,"nicht angegeben",1,271,16
2020-09-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",76,9684,801
2020-09-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",68,9707,474
2020-09-18,00,Deutschland,"FACHKLINIK",5,1320,86
2020-09-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",97,9680,282
2020-09-18,00,Deutschland,"nicht angegeben",00,271,16
2020-09-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",68,9697,474
2020-09-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",72,9700,801
2020-09-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",93,9715,282
2020-09-17,00,Deutschland,"FACHKLINIK",5,1357,86
2020-09-17,00,Deutschland,"nicht angegeben",00,271,16
2020-09-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",62,9660,800
2020-09-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",70,9705,474
2020-09-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",94,9721,282
2020-09-16,00,Deutschland,"FACHKLINIK",7,1358,86
2020-09-16,00,Deutschland,"nicht angegeben",00,271,16
2020-09-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",61,9661,472
2020-09-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",68,9639,800
2020-09-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",97,9677,282
2020-09-15,00,Deutschland,"FACHKLINIK",10,1353,86
2020-09-15,00,Deutschland,"nicht angegeben",00,271,16
2020-09-14,00,Deutschland,"SCHWERPUNKTVERSORGUNG",62,9650,473
2020-09-14,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",101,9684,282
2020-09-14,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",66,9618,798
2020-09-14,00,Deutschland,"FACHKLINIK",8,1353,86
2020-09-14,00,Deutschland,"nicht angegeben",00,271,16
2020-09-13,00,Deutschland,"SCHWERPUNKTVERSORGUNG",63,9635,472
2020-09-13,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",71,9570,798
2020-09-13,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",95,9682,282
2020-09-13,00,Deutschland,"FACHKLINIK",7,1339,86
2020-09-13,00,Deutschland,"nicht angegeben",00,271,16
2020-09-12,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",72,9593,799
2020-09-12,00,Deutschland,"SCHWERPUNKTVERSORGUNG",64,9658,472
2020-09-12,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",90,9660,281
2020-09-12,00,Deutschland,"FACHKLINIK",7,1345,86
2020-09-12,00,Deutschland,"nicht angegeben",00,271,16
2020-09-11,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",65,9649,800
2020-09-11,00,Deutschland,"SCHWERPUNKTVERSORGUNG",56,9673,472
2020-09-11,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",92,9710,281
2020-09-11,00,Deutschland,"FACHKLINIK",7,1353,86
2020-09-11,00,Deutschland,"nicht angegeben",00,271,16
2020-09-10,00,Deutschland,"SCHWERPUNKTVERSORGUNG",65,9685,470
2020-09-10,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",69,9676,800
2020-09-10,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",92,9701,281
2020-09-10,00,Deutschland,"FACHKLINIK",7,1354,86
2020-09-10,00,Deutschland,"nicht angegeben",00,271,16
2020-09-09,00,Deutschland,"SCHWERPUNKTVERSORGUNG",64,9687,470
2020-09-09,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",90,9639,281
2020-09-09,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",63,9661,799
2020-09-09,00,Deutschland,"FACHKLINIK",10,1354,86
2020-09-09,00,Deutschland,"nicht angegeben",00,273,16
2020-09-08,00,Deutschland,"SCHWERPUNKTVERSORGUNG",69,9681,470
2020-09-08,00,Deutschland,"FACHKLINIK",11,1352,86
2020-09-08,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",57,9671,800
2020-09-08,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",92,9634,281
2020-09-08,00,Deutschland,"nicht angegeben",1,271,16
2020-09-07,00,Deutschland,"SCHWERPUNKTVERSORGUNG",61,9664,470
2020-09-07,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",65,9659,800
2020-09-07,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",90,9608,280
2020-09-07,00,Deutschland,"FACHKLINIK",11,1358,86
2020-09-07,00,Deutschland,"nicht angegeben",1,271,16
2020-09-06,00,Deutschland,"SCHWERPUNKTVERSORGUNG",60,9644,472
2020-09-06,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",59,9616,801
2020-09-06,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",87,9622,281
2020-09-06,00,Deutschland,"FACHKLINIK",11,1342,86
2020-09-06,00,Deutschland,"nicht angegeben",1,269,16
2020-09-05,00,Deutschland,"SCHWERPUNKTVERSORGUNG",63,9660,471
2020-09-05,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",58,9625,801
2020-09-05,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",89,9621,281
2020-09-05,00,Deutschland,"FACHKLINIK",11,1342,86
2020-09-05,00,Deutschland,"nicht angegeben",1,271,16
2020-09-04,00,Deutschland,"SCHWERPUNKTVERSORGUNG",61,9677,471
2020-09-04,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",60,9673,801
2020-09-04,00,Deutschland,"FACHKLINIK",11,1391,86
2020-09-04,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",91,9650,281
2020-09-04,00,Deutschland,"nicht angegeben",1,271,16
2020-09-03,00,Deutschland,"SCHWERPUNKTVERSORGUNG",59,9687,472
2020-09-03,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",65,9691,801
2020-09-03,00,Deutschland,"nicht angegeben",1,273,16
2020-09-03,00,Deutschland,"FACHKLINIK",10,1410,86
2020-09-03,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",87,9646,281
2020-09-02,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",60,9696,800
2020-09-02,00,Deutschland,"SCHWERPUNKTVERSORGUNG",66,9693,472
2020-09-02,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",90,9647,281
2020-09-02,00,Deutschland,"FACHKLINIK",10,1413,86
2020-09-02,00,Deutschland,"nicht angegeben",1,269,16
2020-09-01,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",64,9651,798
2020-09-01,00,Deutschland,"SCHWERPUNKTVERSORGUNG",64,9696,472
2020-09-01,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",93,9632,281
2020-09-01,00,Deutschland,"FACHKLINIK",11,1420,86
2020-09-01,00,Deutschland,"nicht angegeben",2,269,16
2020-08-31,00,Deutschland,"SCHWERPUNKTVERSORGUNG",67,9660,470
2020-08-31,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",64,9639,799
2020-08-31,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",99,9606,281
2020-08-31,00,Deutschland,"FACHKLINIK",13,1409,86
2020-08-31,00,Deutschland,"nicht angegeben",2,259,16
2020-08-30,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",74,9592,797
2020-08-30,00,Deutschland,"SCHWERPUNKTVERSORGUNG",64,9609,471
2020-08-30,00,Deutschland,"FACHKLINIK",11,1411,87
2020-08-30,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",93,9567,281
2020-08-30,00,Deutschland,"nicht angegeben",2,261,15
2020-08-29,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",67,9612,798
2020-08-29,00,Deutschland,"SCHWERPUNKTVERSORGUNG",65,9623,468
2020-08-29,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",96,9589,279
2020-08-29,00,Deutschland,"FACHKLINIK",11,1410,87
2020-08-29,00,Deutschland,"nicht angegeben",2,261,15
2020-08-28,00,Deutschland,"SCHWERPUNKTVERSORGUNG",62,9657,470
2020-08-28,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",65,9667,798
2020-08-28,00,Deutschland,"FACHKLINIK",11,1427,87
2020-08-28,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",96,9609,279
2020-08-28,00,Deutschland,"nicht angegeben",2,261,15
2020-08-27,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",64,9685,799
2020-08-27,00,Deutschland,"SCHWERPUNKTVERSORGUNG",69,9672,469
2020-08-27,00,Deutschland,"FACHKLINIK",12,1430,87
2020-08-27,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",94,9633,280
2020-08-27,00,Deutschland,"nicht angegeben",1,269,16
2020-08-26,00,Deutschland,"SCHWERPUNKTVERSORGUNG",71,9691,470
2020-08-26,00,Deutschland,"FACHKLINIK",11,1429,87
2020-08-26,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",56,9679,799
2020-08-26,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",88,9640,280
2020-08-26,00,Deutschland,"nicht angegeben",1,267,16
2020-08-25,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",54,9680,799
2020-08-25,00,Deutschland,"SCHWERPUNKTVERSORGUNG",68,9682,470
2020-08-25,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",91,9642,281
2020-08-25,00,Deutschland,"FACHKLINIK",11,1429,87
2020-08-25,00,Deutschland,"nicht angegeben",1,269,16
2020-08-24,00,Deutschland,"SCHWERPUNKTVERSORGUNG",77,9631,468
2020-08-24,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",61,9672,798
2020-08-24,00,Deutschland,"FACHKLINIK",10,1421,87
2020-08-24,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",97,9599,281
2020-08-24,00,Deutschland,"nicht angegeben",00,266,16
2020-08-23,00,Deutschland,"SCHWERPUNKTVERSORGUNG",74,9619,469
2020-08-23,00,Deutschland,"FACHKLINIK",11,1398,87
2020-08-23,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",60,9636,800
2020-08-23,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",98,9593,282
2020-08-23,00,Deutschland,"nicht angegeben",2,269,16
2020-08-22,00,Deutschland,"SCHWERPUNKTVERSORGUNG",72,9619,469
2020-08-22,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",58,9638,800
2020-08-22,00,Deutschland,"FACHKLINIK",10,1404,87
2020-08-22,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",91,9627,282
2020-08-22,00,Deutschland,"nicht angegeben",1,269,16
2020-08-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",93,9652,282
2020-08-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",60,9677,801
2020-08-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",73,9694,469
2020-08-21,00,Deutschland,"FACHKLINIK",10,1421,87
2020-08-21,00,Deutschland,"nicht angegeben",1,269,16
2020-08-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",88,9642,282
2020-08-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",58,9673,799
2020-08-20,00,Deutschland,"nicht angegeben",2,269,16
2020-08-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",71,9712,469
2020-08-20,00,Deutschland,"FACHKLINIK",11,1424,87
2020-08-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",83,9606,280
2020-08-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",59,9654,800
2020-08-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",71,9678,470
2020-08-19,00,Deutschland,"FACHKLINIK",11,1424,87
2020-08-19,00,Deutschland,"nicht angegeben",3,269,16
2020-08-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",63,9675,468
2020-08-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",59,9625,798
2020-08-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",86,9616,279
2020-08-18,00,Deutschland,"FACHKLINIK",10,1420,87
2020-08-18,00,Deutschland,"nicht angegeben",2,269,16
2020-08-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",63,9622,798
2020-08-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",68,9644,466
2020-08-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",84,9590,279
2020-08-17,00,Deutschland,"FACHKLINIK",10,1396,87
2020-08-17,00,Deutschland,"nicht angegeben",2,264,16
2020-08-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",66,9593,797
2020-08-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",65,9613,464
2020-08-16,00,Deutschland,"nicht angegeben",2,283,16
2020-08-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",83,9536,279
2020-08-16,00,Deutschland,"FACHKLINIK",9,1385,87
2020-08-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",63,9600,463
2020-08-15,00,Deutschland,"FACHKLINIK",10,1391,86
2020-08-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",72,9599,798
2020-08-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",81,9559,276
2020-08-15,00,Deutschland,"nicht angegeben",2,283,16
2020-08-14,00,Deutschland,"SCHWERPUNKTVERSORGUNG",64,9626,463
2020-08-14,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",79,9584,276
2020-08-14,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",74,9628,797
2020-08-14,00,Deutschland,"FACHKLINIK",11,1407,86
2020-08-14,00,Deutschland,"nicht angegeben",2,283,16
2020-08-13,00,Deutschland,"SCHWERPUNKTVERSORGUNG",61,9620,463
2020-08-13,00,Deutschland,"FACHKLINIK",11,1422,87
2020-08-13,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",84,9537,276
2020-08-13,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",66,9644,799
2020-08-13,00,Deutschland,"nicht angegeben",2,243,16
2020-08-12,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",68,9687,798
2020-08-12,00,Deutschland,"SCHWERPUNKTVERSORGUNG",59,9635,463
2020-08-12,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",82,9578,277
2020-08-12,00,Deutschland,"FACHKLINIK",10,1412,87
